millis,latitude,longitude,altitude,speed,heading
100300,31.2858169,-91.62346266,141.7494011,10,75.4
100400,31.28582564,-91.62346596,141.7494011,10.1,75.4
100500,31.28583483,-91.62346942,141.7494011,10.1,75.4
100600,31.28584348,-91.62347254,141.7494011,10.1,75.3
100700,31.28585285,-91.62347604,141.7494011,10.1,75.4
100800,31.28586184,-91.62347939,141.7494011,10.1,75.4
100900,31.28587132,-91.62348293,141.7494011,10.1,75.4
101000,31.28588062,-91.62348646,141.7494011,10.1,75.4
101100,31.28589011,-91.62349006,141.7494011,10.1,75.4
101200,31.28589912,-91.62349342,141.7494011,10.1,75.4
101300,31.28590859,-91.62349694,141.7494011,10.1,75.6
101400,31.2859178,-91.62350034,141.7494011,10.2,75.6
101500,31.2859278,-91.6235039,141.8494011,10.2,75.6
101600,31.2859367,-91.62350721,141.8494011,10.2,75.6
101700,31.28594604,-91.62351069,141.7494011,10.2,75.5
101800,31.28595508,-91.62351405,141.7494011,10.2,75.5
101900,31.28596424,-91.62351742,141.7494011,10.2,75.5
102000,31.28597333,-91.62352076,141.8494011,10.3,75.5
102100,31.28598291,-91.62352428,141.8494011,10.3,75.6
102200,31.28599204,-91.62352766,141.8494011,10.3,75.6
102300,31.28600173,-91.62353115,141.8494011,10.3,75.6
102400,31.28601109,-91.62353457,141.8494011,10.3,75.6
102500,31.28602095,-91.62353817,141.8494011,10.3,75.6
102600,31.28603021,-91.62354155,141.8494011,10.3,75.6
102700,31.28604029,-91.62354515,141.8494011,10.3,75.6
102800,31.28604925,-91.62354838,141.8494011,10.3,75.6
102900,31.28605866,-91.62355178,141.8494011,10.4,75.6
103000,31.2860677,-91.62355504,141.8494011,10.4,75.6
103100,31.28607725,-91.62355849,141.8494011,10.4,75.6
103200,31.28608574,-91.62356145,141.7494011,10.4,75.6
103300,31.28609536,-91.62356495,141.7494011,10.4,75.5
103400,31.28610483,-91.62356832,141.7494011,10.4,75.5
103500,31.2861148,-91.62357188,141.7494011,10.4,75.6
103600,31.28612393,-91.62357507,141.7494011,10.4,75.5
103700,31.2861334,-91.6235785,141.8494011,10.4,75.5
103800,31.28614253,-91.62358178,141.7494011,10.4,75.6
103900,31.28615215,-91.62358525,141.7494011,10.4,75.5
104000,31.28616135,-91.62358849,141.7494011,10.4,75.6
104100,31.28617105,-91.62359197,141.7494011,10.4,75.6
104200,31.28618036,-91.62359529,141.8494011,10.4,75.6
104300,31.28619015,-91.62359879,141.7494011,10.5,75.6
104400,31.28619965,-91.62360227,141.7494011,10.5,75.6
104500,31.28620942,-91.62360582,141.8494011,10.5,75.6
104600,31.28621873,-91.62360918,141.8494011,10.5,75.7
104700,31.28622852,-91.6236127,141.8494011,10.5,75.7
104800,31.28623806,-91.62361612,141.8494011,10.5,75.7
104900,31.28624849,-91.6236198,141.8494011,10.5,75.7
105000,31.28625788,-91.62362319,141.8494011,10.5,75.7
105100,31.28626774,-91.62362676,141.9494011,10.5,75.7
105200,31.28627707,-91.62363008,141.9494011,10.5,75.7
105300,31.28628674,-91.62363352,141.9494011,10.5,75.7
105400,31.28629601,-91.62363677,141.9494011,10.5,75.7
105500,31.28630576,-91.6236402,141.8494011,10.5,75.7
105600,31.28631505,-91.62364344,141.9494011,10.5,75.9
105700,31.28632457,-91.62364652,141.8494011,10.5,76.8
105800,31.28633383,-91.62364976,141.8494011,10.5,77.2
105900,31.28634358,-91.62365315,141.8494011,10.6,77.4
106000,31.28635289,-91.62365633,141.8494011,10.6,77.4
106100,31.28636257,-91.62365946,141.8494011,10.6,77.3
106200,31.28637191,-91.62366267,141.8494011,10.6,77.3
106300,31.28638175,-91.62366603,141.8494011,10.6,77.3
106400,31.28639093,-91.62366914,141.8494011,10.6,77.9
106500,31.28640059,-91.62367239,141.8494011,10.6,79.4
106600,31.2864096,-91.62367535,141.8494011,10.6,79.8
106700,31.28641939,-91.62367865,141.9494011,10.7,79.8
106800,31.28642883,-91.62368176,141.9494011,10.7,79.9
106900,31.28643879,-91.62368502,141.8494011,10.7,79.9
107000,31.28644853,-91.62368811,141.8494011,10.7,79.9
107100,31.28645848,-91.62369133,141.8494011,10.7,79.9
107200,31.28646779,-91.62369433,141.8494011,10.7,79.8
107300,31.28647758,-91.62369746,141.8494011,10.7,79.9
107400,31.2864869,-91.62370028,141.8494011,10.8,79.9
107500,31.28649687,-91.62370339,141.8494011,10.8,79.9
107600,31.28650662,-91.62370645,141.8494011,10.8,79.8
107700,31.28651691,-91.62370966,141.8494011,10.8,79.8
107800,31.28652653,-91.62371265,141.8494011,10.8,79.8
107900,31.2865364,-91.62371572,141.8494011,10.8,79.8
108000,31.28654613,-91.62371874,141.8494011,10.8,79.8
108100,31.28655641,-91.62372193,141.8494011,10.8,79.9
108200,31.28656606,-91.62372495,141.8494011,10.8,79.8
108300,31.28657656,-91.6237283,141.8494011,10.8,79.9
108400,31.28658616,-91.62373126,141.8494011,10.9,80
108500,31.28659624,-91.62373435,141.9494011,10.9,80
108600,31.28660586,-91.62373726,141.9494011,10.9,80
108700,31.2866159,-91.62374024,141.9494011,10.9,80
108800,31.28662554,-91.62374313,141.8494011,10.9,79.9
108900,31.28663567,-91.62374616,141.8494011,10.9,80
109000,31.28664534,-91.62374902,141.8494011,10.9,79.9
109100,31.28665556,-91.62375197,141.8494011,10.9,79.9
109200,31.2866652,-91.62375479,141.8494011,10.9,79.9
109300,31.28667533,-91.62375775,141.8494011,10.9,79.9
109400,31.286685,-91.62376058,141.8494011,10.9,80
109500,31.28669514,-91.62376348,141.8494011,10.9,80
109600,31.28670483,-91.62376628,141.8494011,11,80
109700,31.28671502,-91.6237692,141.8494011,11,80
109800,31.28672476,-91.62377199,141.8494011,11,80
109900,31.28673501,-91.6237749,141.8494011,11,79.9
110000,31.28674479,-91.62377763,141.8494011,11,79.9
110100,31.28675499,-91.62378055,141.9494011,11,79.9
110200,31.28676495,-91.62378337,141.8494011,11,79.9
110300,31.28677543,-91.62378632,141.8494011,11,79.8
110400,31.28678509,-91.62378886,141.9494011,11,79.8
110500,31.28679518,-91.62379165,141.9494011,11,79.8
110600,31.28680461,-91.62379426,141.9494011,11,79.8
110700,31.28681449,-91.623797,141.9494011,11,79.8
110800,31.28682409,-91.62379974,141.8494011,11,79.9
110900,31.28683446,-91.62380266,141.8494011,11,79.9
111000,31.28684432,-91.62380541,141.8494011,11,80
111100,31.28685468,-91.62380828,141.8494011,11.1,79.9
111200,31.2868643,-91.62381086,141.8494011,11.1,79.9
111300,31.28687442,-91.62381361,141.8494011,11.1,79.8
111400,31.28688414,-91.62381626,141.8494011,11.1,79.8
111500,31.28689437,-91.62381906,141.8494011,11.1,79.9
111600,31.28690442,-91.62382178,141.8494011,11.1,79.9
111700,31.28691551,-91.62382473,141.9494011,11.1,80
111800,31.28692547,-91.62382743,141.8494011,11.1,79.9
111900,31.28693593,-91.62383028,141.9494011,11.1,80
112000,31.28694607,-91.62383301,141.8494011,11.2,80
112100,31.28695712,-91.62383595,141.8494011,11.2,80.1
112200,31.2869669,-91.62383862,141.8494011,11.2,80.1
112300,31.28697716,-91.62384143,141.8494011,11.2,80.1
112400,31.28698695,-91.62384412,141.8494011,11.2,80.1
112500,31.28699656,-91.62384682,141.9494011,11.2,80.1
112600,31.28700647,-91.62384955,141.9494011,11.3,80.1
112700,31.28701692,-91.62385243,141.9494011,11.3,80.1
112800,31.28702718,-91.62385519,141.9494011,11.3,80.1
112900,31.28703846,-91.62385819,141.9494011,11.3,80
113000,31.28704855,-91.62386088,142.0494011,11.3,80.1
113100,31.28705915,-91.62386371,142.0494011,11.3,80
113200,31.28706892,-91.62386631,142.0494011,11.3,80
113300,31.28707918,-91.62386905,141.9494011,11.3,80
113400,31.28708853,-91.62387142,141.9494011,11.4,80
113500,31.287099,-91.62387416,141.9494011,11.4,80
113600,31.28710881,-91.62387675,142.0494011,11.4,80
113700,31.28711912,-91.62387947,141.9494011,11.4,80
113800,31.28712946,-91.62388212,141.9494011,11.4,80
113900,31.2871403,-91.62388498,141.9494011,11.5,79.9
114000,31.28715056,-91.62388766,141.9494011,11.5,80
114100,31.28716134,-91.62389046,141.8494011,11.5,80
114200,31.28717167,-91.6238932,141.8494011,11.5,80
114300,31.28718237,-91.62389603,141.8494011,11.5,80
114400,31.28719253,-91.62389868,141.9494011,11.5,80
114500,31.28720321,-91.62390146,141.8494011,11.5,80
114600,31.28721319,-91.62390408,141.9494011,11.5,80
114700,31.28722386,-91.62390689,141.9494011,11.6,80
114800,31.287234,-91.62390953,141.9494011,11.6,80
114900,31.28724468,-91.6239123,141.9494011,11.5,80
115000,31.28725486,-91.62391493,141.9494011,11.5,79.9
115100,31.28726556,-91.6239176,141.9494011,11.5,80
115200,31.28727576,-91.62392025,141.9494011,11.6,80
115300,31.28728649,-91.62392303,141.9494011,11.6,80
115400,31.28729666,-91.62392568,141.9494011,11.6,80
115500,31.28730731,-91.6239284,141.9494011,11.6,80.1
115600,31.2873175,-91.62393104,141.9494011,11.6,80
115700,31.28732822,-91.62393382,141.9494011,11.6,80
115800,31.28733843,-91.62393646,141.9494011,11.6,80
115900,31.28734921,-91.62393917,142.0494011,11.6,80.5
116000,31.28735946,-91.62394186,142.0494011,11.6,81.5
116100,31.28737022,-91.62394469,142.0494011,11.6,81.9
116200,31.28738047,-91.6239474,142.0494011,11.6,82
116300,31.28739137,-91.62395034,142.0494011,11.6,82
116400,31.28740161,-91.62395303,142.1494011,11.6,81.9
116500,31.28741237,-91.62395586,142.1494011,11.6,82
116600,31.28742262,-91.62395853,142.0494011,11.6,82
116700,31.28743339,-91.62396132,142.1494011,11.6,82
116800,31.2874437,-91.62396396,142.1494011,11.6,82.3
116900,31.28745448,-91.62396673,142.1494011,11.6,83.5
117000,31.28746474,-91.62396933,142.1494011,11.6,83.7
117100,31.28747552,-91.62397204,142.1494011,11.6,83.8
117200,31.28748605,-91.6239745,142.1494011,11.6,83.7
117300,31.28749694,-91.62397717,142.1494011,11.6,83.7
117400,31.28750749,-91.6239798,142.1494011,11.6,83.6
117500,31.28751858,-91.62398255,142.1494011,11.6,83.7
117600,31.28752871,-91.62398502,142.1494011,11.7,83.6
117700,31.28753938,-91.62398762,142.1494011,11.7,83.5
117800,31.28754959,-91.62399013,142.1494011,11.7,83.6
117900,31.28756036,-91.62399277,142.1494011,11.7,83.6
118000,31.28757128,-91.6239954,142.1494011,11.7,83.6
118100,31.28758242,-91.62399808,142.0494011,11.7,83.6
118200,31.28759263,-91.62400055,142.1494011,11.7,83.6
118300,31.28760334,-91.62400312,142.1494011,11.7,83.6
118400,31.2876136,-91.62400559,142.0494011,11.7,83.5
118500,31.287624,-91.6240081,142.0494011,11.7,83.5
118600,31.28763455,-91.62401067,142.1494011,11.7,83.6
118700,31.28764565,-91.62401335,142.1494011,11.7,83.6
118800,31.2876559,-91.62401577,142.0494011,11.7,83.7
118900,31.28766668,-91.62401831,142.0494011,11.7,83.7
119000,31.28767696,-91.62402071,142.0494011,11.7,83.6
119100,31.28768778,-91.62402322,141.9494011,11.7,83.7
119200,31.28769815,-91.62402563,141.9494011,11.8,83.7
119300,31.28770903,-91.62402813,141.9494011,11.8,83.6
119400,31.28771965,-91.62403051,141.9494011,11.8,83.7
119500,31.28773081,-91.62403299,141.9494011,11.8,83.7
119600,31.28774106,-91.62403524,141.9494011,11.8,83.6
119700,31.28775184,-91.62403746,141.9494011,11.8,83.6
119800,31.2877624,-91.6240398,141.9494011,11.8,84.3
119900,31.28777353,-91.62404228,141.9494011,11.8,85.6
120000,31.287784,-91.62404455,142.0494011,11.8,86.4
120100,31.28779499,-91.62404692,141.9494011,11.8,86.5
120200,31.28780555,-91.62404918,142.0494011,11.8,86.5
120300,31.28781623,-91.6240515,142.0494011,11.8,86.5
120400,31.2878268,-91.62405377,141.9494011,11.8,86.5
120500,31.28783793,-91.62405615,142.0494011,11.8,86.5
120600,31.28784853,-91.62405841,142.0494011,11.8,86.5
120700,31.28785957,-91.62406074,141.9494011,11.8,86.5
120800,31.28786973,-91.62406282,142.0494011,11.8,86.5
120900,31.28788038,-91.62406497,141.9494011,11.8,86.5
121000,31.28789016,-91.62406678,141.9494011,11.8,86.5
121100,31.28790101,-91.62406894,141.9494011,11.8,86.5
121200,31.28791143,-91.62407099,141.9494011,11.8,86.4
121300,31.28792239,-91.62407313,141.9494011,11.8,86.4
121400,31.28793314,-91.62407495,141.8494011,11.8,86.4
121500,31.28794415,-91.62407702,141.8494011,11.8,86.5
121600,31.28795464,-91.62407902,141.9494011,11.8,86.5
121700,31.28796565,-91.62408111,141.8494011,11.8,86.4
121800,31.28797613,-91.6240831,141.9494011,11.8,86.4
121900,31.28798729,-91.6240852,141.8494011,11.8,86.4
122000,31.2879978,-91.62408713,141.8494011,11.9,86.4
122100,31.28800885,-91.62408915,141.8494011,11.9,86.4
122200,31.28801932,-91.62409103,141.9494011,11.9,86.4
122300,31.28803037,-91.62409288,141.8494011,11.9,86.4
122400,31.28804085,-91.62409472,141.9494011,11.9,86.3
122500,31.28805189,-91.62409665,141.8494011,11.9,86.3
122600,31.28806238,-91.6240985,141.8494011,11.9,85.2
122700,31.28807345,-91.62410033,141.8494011,11.9,83.3
122800,31.28808367,-91.62410213,141.8494011,11.9,82.6
122900,31.28809438,-91.62410403,141.8494011,11.9,82.5
123000,31.28810478,-91.62410592,141.8494011,11.9,82.4
123100,31.28811536,-91.6241079,141.8494011,11.9,82.5
123200,31.2881264,-91.62410996,141.8494011,11.9,82.5
123300,31.28813801,-91.62411212,141.8494011,11.9,82.4
123400,31.2881485,-91.62411409,141.8494011,11.9,82.4
123500,31.28815948,-91.62411615,141.8494011,11.9,82.3
123600,31.28817054,-91.62411829,141.8494011,11.9,82.4
123700,31.28818153,-91.62412034,141.8494011,11.9,82.4
123800,31.28819199,-91.62412233,141.7494011,11.9,82.4
123900,31.28820301,-91.62412443,141.7494011,11.9,82.4
124000,31.28821309,-91.62412636,141.7494011,11.9,82.4
124100,31.28822414,-91.62412849,141.7494011,11.9,82.5
124200,31.2882347,-91.6241305,141.7494011,12,82.4
124300,31.28824582,-91.62413263,141.7494011,12,82.1
124400,31.28825633,-91.62413455,141.8494011,11.9,81.1
124500,31.28826738,-91.62413668,141.7494011,11.9,79.5
124600,31.28827747,-91.6241387,141.7494011,11.9,78.3
124700,31.28828799,-91.62414085,141.7494011,11.9,77
124800,31.28829874,-91.62414318,141.8494011,12,76.4
124900,31.28831022,-91.62414556,141.7494011,12,76.3
125000,31.28832077,-91.62414775,141.8494011,12,76.3
125100,31.28833183,-91.62415007,141.7494011,12,76.4
125200,31.2883424,-91.62415225,141.7494011,12,76.3
125300,31.28835337,-91.62415442,141.6494011,12,76.3
125400,31.28836398,-91.62415673,141.7494011,12,76.4
125500,31.28837515,-91.62415921,141.6494011,12,76.3
125600,31.28838605,-91.62416163,141.7494011,12.1,76.3
125700,31.28839798,-91.62416436,141.7494011,12.1,76.3
125800,31.28840903,-91.6241669,141.7494011,12.1,76.4
125900,31.28842062,-91.6241696,141.7494011,12.1,76.3
126000,31.28843095,-91.62417204,141.7494011,12.1,76.4
126100,31.28844109,-91.6241746,141.7494011,12.1,76.5
126200,31.28845173,-91.62417717,141.7494011,12.1,76.5
126300,31.28846302,-91.6241799,141.7494011,12.1,76.4
126400,31.28847379,-91.62418259,141.7494011,12.1,76.3
126500,31.28848525,-91.62418564,141.7494011,12.1,76.3
126600,31.28849601,-91.62418835,141.7494011,12.1,76.2
126700,31.28850733,-91.62419122,141.7494011,12.1,76.3
126800,31.28851802,-91.62419396,141.7494011,12.1,76.2
126900,31.28852927,-91.62419687,141.7494011,12.1,76.3
127000,31.28853981,-91.62419968,141.7494011,12.2,76.3
127100,31.28855108,-91.62420269,141.7494011,12.2,76.4
127200,31.28856184,-91.62420554,141.7494011,12.2,76.4
127300,31.28857317,-91.62420856,141.7494011,12.2,76.5
127400,31.28858385,-91.62421147,141.7494011,12.2,76.4
127500,31.28859519,-91.62421454,141.7494011,12.2,76.4
127600,31.28860591,-91.62421748,141.7494011,12.2,76.4
127700,31.28861718,-91.62422058,141.7494011,12.2,75.9
127800,31.28862787,-91.62422357,141.8494011,12.2,74.7
127900,31.28863921,-91.6242267,141.8494011,12.2,73.7
128000,31.28864996,-91.62422972,141.8494011,12.2,73.5
128100,31.28866126,-91.62423293,141.8494011,12.2,73.6
128200,31.28867129,-91.62423593,141.8494011,12.2,73.5
128300,31.28868231,-91.62423915,141.9494011,12.2,73.5
128400,31.28869318,-91.62424237,141.8494011,12.1,73.5
128500,31.28870466,-91.62424581,141.8494011,12.1,73.5
128600,31.28871525,-91.62424902,141.8494011,12.1,73.5
128700,31.2887265,-91.62425257,141.8494011,12.1,73.5
128800,31.28873711,-91.62425585,141.8494011,12.1,73.5
128900,31.28874828,-91.62425933,141.8494011,12.1,73.5
129000,31.28875896,-91.62426267,141.8494011,12.1,73.5
129100,31.28877024,-91.62426619,141.8494011,12.1,73.5
129200,31.28878097,-91.62426961,141.8494011,12.1,73.6
129300,31.28879224,-91.62427323,141.8494011,12.1,73.6
129400,31.28880293,-91.6242767,141.8494011,12.1,73.6
129500,31.28881428,-91.62428049,141.9494011,12,73.6
129600,31.28882495,-91.62428395,141.9494011,12,73.6
129700,31.28883615,-91.62428761,141.8494011,12,73.6
129800,31.2888471,-91.62429122,141.8494011,12,73.6
129900,31.28885911,-91.62429511,141.8494011,12,73.6
130000,31.28886985,-91.62429874,141.8494011,12,73.6
130100,31.28888111,-91.62430257,141.8494011,12,73.7
130200,31.2888917,-91.62430621,141.8494011,12,73.7
130300,31.28890282,-91.62431006,141.8494011,12,73.7
130400,31.28891311,-91.62431372,141.8494011,12,73.6
130500,31.28892424,-91.6243176,141.8494011,12,73.6
130600,31.28893478,-91.62432132,141.9494011,12,73.7
130700,31.28894583,-91.62432526,141.8494011,12,73.7
130800,31.28895608,-91.62432899,141.8494011,12,73.7
130900,31.28896719,-91.62433296,141.8494011,12,73.4
131000,31.28897799,-91.62433687,141.8494011,11.9,72.7
131100,31.28898934,-91.62434099,141.8494011,11.9,71.9
131200,31.28899901,-91.62434436,141.8494011,11.9,71.6
131300,31.2890096,-91.62434816,141.8494011,11.9,71.4
131400,31.28901991,-91.6243519,141.8494011,11.9,71.5
131500,31.28903081,-91.6243559,141.8494011,11.9,71.5
131600,31.28904133,-91.6243597,141.8494011,11.9,71.5
131700,31.28905235,-91.62436377,141.7494011,11.9,71.5
131800,31.28906314,-91.62436782,141.8494011,11.9,71.5
131900,31.2890745,-91.62437211,141.7494011,11.9,71.6
132000,31.28908493,-91.62437609,141.7494011,11.9,71.5
132100,31.28909613,-91.62438053,141.7494011,11.9,71.5
132200,31.28910657,-91.62438451,141.6494011,11.9,71.5
132300,31.28911757,-91.62438872,141.6494011,11.9,71.5
132400,31.28912802,-91.62439278,141.6494011,11.9,71.5
132500,31.28913894,-91.6243971,141.6494011,11.9,71.6
132600,31.28914942,-91.62440123,141.6494011,11.9,71.5
132700,31.28916045,-91.6244056,141.6494011,11.9,71.6
132800,31.28917115,-91.62440984,141.7494011,11.8,71.6
132900,31.2891829,-91.62441463,141.7494011,11.8,71.6
133000,31.28919321,-91.62441872,141.6494011,11.8,71.6
133100,31.28920398,-91.624423,141.7494011,11.8,71.5
133200,31.28921433,-91.62442712,141.6494011,11.8,71.5
133300,31.28922476,-91.6244312,141.6494011,11.8,71.4
133400,31.28923511,-91.62443536,141.6494011,11.8,71.4
133500,31.28924599,-91.62443974,141.6494011,11.8,71.5
133600,31.28925688,-91.62444416,141.7494011,11.8,71.5
133700,31.28926833,-91.62444882,141.6494011,11.7,71.5
133800,31.28927952,-91.62445338,141.6494011,11.8,71.6
133900,31.28929036,-91.62445785,141.7494011,11.7,71.6
134000,31.28930064,-91.62446204,141.7494011,11.7,71.5
134100,31.28931145,-91.62446646,141.6494011,11.8,71.6
134200,31.2893209,-91.62447038,141.6494011,11.8,71.5
134300,31.28933169,-91.62447487,141.6494011,11.7,71.6
134400,31.28934201,-91.62447916,141.6494011,11.7,71.7
134500,31.28935286,-91.62448368,141.6494011,11.7,71.6
134600,31.28936327,-91.62448806,141.6494011,11.7,71.5
134700,31.28937415,-91.62449262,141.5494011,11.7,71.5
134800,31.28938451,-91.624497,141.5494011,11.7,71.5
134900,31.28939539,-91.62450163,141.5494011,11.7,71.5
135000,31.28940575,-91.62450604,141.6494011,11.7,71.5
135100,31.28941659,-91.62451062,141.6494011,11.7,71.5
135200,31.28942693,-91.62451505,141.6494011,11.7,71.6
135300,31.2894378,-91.62451972,141.6494011,11.7,71.6
135400,31.28944812,-91.62452414,141.5494011,11.7,71.6
135500,31.28945902,-91.62452884,141.6494011,11.7,71.6
135600,31.28946933,-91.62453331,141.6494011,11.7,71.6
135700,31.28948017,-91.62453802,141.5494011,11.7,71.5
135800,31.28949049,-91.62454245,141.5494011,11.7,71.5
135900,31.28950139,-91.62454718,141.6494011,11.7,71.5
136000,31.28951167,-91.62455164,141.5494011,11.7,71.5
136100,31.28952248,-91.62455634,141.5494011,11.7,71.6
136200,31.28953304,-91.62456092,141.6494011,11.7,71.6
136300,31.28954453,-91.62456592,141.5494011,11.7,71.6
136400,31.28955491,-91.62457051,141.6494011,11.7,71.6
136500,31.28956579,-91.62457534,141.6494011,11.7,71.7
136600,31.28957584,-91.62457975,141.6494011,11.7,71.6
136700,31.28958584,-91.6245843,141.6494011,11.6,71.6
136800,31.28959622,-91.62458885,141.6494011,11.6,71.6
136900,31.28960717,-91.62459365,141.6494011,11.6,71.6
137000,31.28961754,-91.62459818,141.6494011,11.7,71.6
137100,31.28962844,-91.62460293,141.6494011,11.7,71.5
137200,31.28963891,-91.62460751,141.6494011,11.7,71.7
137300,31.28964947,-91.62461222,141.6494011,11.7,71.7
137400,31.2896599,-91.6246168,141.6494011,11.7,71.6
137500,31.2896709,-91.62462161,141.6494011,11.7,71.6
137600,31.28968066,-91.62462596,141.6494011,11.7,71.6
137700,31.28969129,-91.62463063,141.6494011,11.7,71.5
137800,31.28970152,-91.62463516,141.6494011,11.7,71.6
137900,31.28971231,-91.62463993,141.6494011,11.7,71.7
138000,31.28972282,-91.62464448,141.6494011,11.7,71.6
138100,31.28973373,-91.62464921,141.6494011,11.8,71.5
138200,31.28974414,-91.62465371,141.6494011,11.8,71.4
138300,31.28975508,-91.62465845,141.6494011,11.8,71.4
138400,31.28976566,-91.62466304,141.5494011,11.8,71.5
138500,31.28977659,-91.62466783,141.5494011,11.8,71.6
138600,31.28978697,-91.62467239,141.6494011,11.8,71.6
138700,31.28979789,-91.62467717,141.5494011,11.8,71.7
138800,31.28980851,-91.62468185,141.6494011,11.8,71.7
138900,31.28982001,-91.62468705,141.6494011,11.8,71.6
139000,31.28983003,-91.6246914,141.6494011,11.8,71.6
139100,31.28984048,-91.62469592,141.6494011,11.8,71.6
139200,31.28985083,-91.62470046,141.6494011,11.8,71.5
139300,31.28986122,-91.62470504,141.6494011,11.8,71.6
139400,31.28987165,-91.62470959,141.6494011,11.8,71.6
139500,31.28988261,-91.62471436,141.6494011,11.8,71.5
139600,31.28989303,-91.62471887,141.6494011,11.8,71.6
139700,31.28990419,-91.62472374,141.6494011,11.8,71.5
139800,31.28991459,-91.62472821,141.6494011,11.8,71.5
139900,31.28992552,-91.6247329,141.6494011,11.8,71.5
140000,31.28993596,-91.62473739,141.6494011,11.8,71.6
140100,31.28994705,-91.62474211,141.6494011,11.8,71.6
140200,31.28995777,-91.62474677,141.6494011,11.8,71.5
140300,31.28996903,-91.62475167,141.6494011,11.8,71.5
140400,31.28997957,-91.62475623,141.6494011,11.8,71.5
140500,31.28999063,-91.62476102,141.6494011,11.8,71.5
140600,31.2900012,-91.62476574,141.6494011,11.8,71.5
140700,31.29001232,-91.62477071,141.6494011,11.8,71.6
140800,31.29002277,-91.62477529,141.6494011,11.8,71.6
140900,31.29003374,-91.62478008,141.7494011,11.8,71.6
141000,31.29004403,-91.62478466,141.7494011,11.8,71.5
141100,31.29005497,-91.62478948,141.7494011,11.8,71.5
141200,31.29006531,-91.62479408,141.7494011,11.8,71.4
141300,31.29007619,-91.62479891,141.7494011,11.8,71.5
141400,31.29008725,-91.62480383,141.7494011,11.8,71.6
141500,31.29009848,-91.62480878,141.7494011,11.8,71.5
141600,31.29010874,-91.62481329,141.7494011,11.8,71.6
141700,31.2901195,-91.62481801,141.8494011,11.8,71.7
141800,31.29012869,-91.62482197,141.7494011,11.8,71.6
141900,31.29013928,-91.62482658,141.7494011,11.8,71.6
142000,31.29014956,-91.62483101,141.7494011,11.8,72
142100,31.2901604,-91.62483569,141.7494011,11.8,72.9
142200,31.29017078,-91.62484018,141.7494011,11.8,73.3
142300,31.29018192,-91.62484485,141.7494011,11.8,73.6
142400,31.29019237,-91.6248494,141.7494011,11.8,73.5
142500,31.29020336,-91.62485419,141.7494011,11.8,72.4
142600,31.29021354,-91.62485863,141.7494011,11.8,69.8
142700,31.29022409,-91.62486334,141.7494011,11.8,67.4
142800,31.29023465,-91.62486793,141.8494011,11.8,66.8
142900,31.2902458,-91.62487279,141.8494011,11.8,66.4
143000,31.29025629,-91.6248774,141.8494011,11.8,65.4
143100,31.29026792,-91.62488242,141.8494011,11.8,65.1
143200,31.29027811,-91.62488696,141.8494011,11.8,65.1
143300,31.29028879,-91.62489175,141.7494011,11.7,65
143400,31.29029903,-91.62489645,141.7494011,11.7,64.7
143500,31.29030939,-91.6249014,141.7494011,11.7,64.6
143600,31.29031994,-91.62490625,141.7494011,11.7,64.6
143700,31.29033105,-91.62491138,141.7494011,11.7,64.5
143800,31.29034148,-91.62491627,141.7494011,11.7,63.4
143900,31.29035239,-91.62492144,141.7494011,11.7,62.3
144000,31.29036327,-91.62492661,141.7494011,11.7,62.2
144100,31.29037471,-91.62493209,141.7494011,11.6,62.2
144200,31.29038481,-91.62493697,141.7494011,11.6,62.1
144300,31.29039535,-91.6249421,141.7494011,11.6,62.1
144400,31.29040465,-91.62494668,141.7494011,11.6,62.1
144500,31.29041528,-91.62495195,141.6494011,11.5,62.1
144600,31.29042536,-91.62495702,141.6494011,11.5,62.1
144700,31.29043595,-91.62496238,141.6494011,11.5,62.1
144800,31.2904465,-91.62496785,141.6494011,11.5,62.1
144900,31.29045736,-91.62497345,141.6494011,11.4,62.1
145000,31.29046729,-91.62497861,141.6494011,11.4,62.2
145100,31.29047768,-91.62498404,141.6494011,11.4,62.1
145200,31.29048711,-91.62498905,141.6494011,11.4,62.1
145300,31.29049762,-91.62499463,141.6494011,11.4,62.1
145400,31.2905079,-91.62500013,141.6494011,11.4,62
145500,31.29051869,-91.62500594,141.7494011,11.4,62.1
145600,31.29052855,-91.62501128,141.7494011,11.4,62.1
145700,31.29053884,-91.62501688,141.7494011,11.4,62.1
145800,31.29054872,-91.62502235,141.7494011,11.3,62.1
145900,31.29055911,-91.62502815,141.7494011,11.3,62.1
146000,31.29056901,-91.62503367,141.7494011,11.3,62.1
146100,31.29057925,-91.62503949,141.7494011,11.3,62.1
146200,31.29058917,-91.62504508,141.7494011,11.3,62.1
146300,31.2905996,-91.62505098,141.8494011,11.2,62.1
146400,31.29060946,-91.62505664,141.8494011,11.2,62.1
146500,31.2906198,-91.62506271,141.8494011,11.2,62.1
146600,31.29062993,-91.6250686,141.8494011,11.2,62.2
146700,31.29064059,-91.62507481,141.8494011,11.2,62.2
146800,31.29065032,-91.62508044,141.8494011,11.2,62.1
146900,31.29066053,-91.62508635,141.8494011,11.2,62.1
147000,31.2906703,-91.6250921,141.8494011,11.2,62.1
147100,31.29068058,-91.62509819,141.8494011,11.2,62.1
147200,31.29069039,-91.62510401,141.8494011,11.2,62.1
147300,31.2907007,-91.62511015,141.8494011,11.2,62.1
147400,31.29071089,-91.62511627,141.8494011,11.2,62.1
