millis,latitude,longitude,altitude,speed,heading
11200,31.28413793,-91.62045604,47.9494011,0,311.5
11300,31.28413793,-91.62045615,48.4494011,0,311.5
11400,31.28413788,-91.62045631,48.8494011,0,311.4
11500,31.28413782,-91.62045647,49.3494011,0,311.5
11600,31.28413772,-91.62045655,49.7494011,0,311.5
11700,31.28413762,-91.62045661,50.2494011,0,311.5
11800,31.28413744,-91.62045679,50.7494011,0,311.5
11900,31.28413741,-91.62045683,51.1494011,0,311.4
12000,31.28413739,-91.62045687,51.6494011,0,311.4
12100,31.28413737,-91.6204569,52.1494011,0,311.4
12200,31.28413736,-91.62045705,52.5494011,0,311.4
12300,31.28413734,-91.62045708,52.9494011,0,311.4
12400,31.28413735,-91.62045706,53.4494011,0,311.4
12500,31.28413736,-91.62045703,53.9494011,0,311.5
12600,31.28413748,-91.62045705,54.3494011,0,311.5
12700,31.2841375,-91.62045702,54.8494011,0,311.6
12800,31.28413755,-91.620457,55.2494011,0,311.5
12900,31.28413761,-91.62045698,55.7494011,0,311.5
13000,31.28413766,-91.6204569,56.2494011,0,311.5
13100,31.28413787,-91.62045683,56.6494011,0,311.5
13200,31.28413792,-91.62045678,57.2494011,0,311.5
13300,31.28413796,-91.62045672,57.6494011,0,311.5
13400,31.28413799,-91.62045665,58.1494011,0,311.5
13500,31.28413807,-91.62045661,58.6494011,0,311.5
13600,31.28413809,-91.62045649,59.1494011,0,311.4
13700,31.2841381,-91.62045637,59.5494011,0,311.4
13800,31.28413812,-91.6204563,60.0494011,0,311.5
13900,31.28413819,-91.62045621,60.4494011,0,311.5
14000,31.28413822,-91.62045613,60.9494011,0,311.5
14100,31.28413825,-91.62045605,61.4494011,0,311.5
14200,31.28413829,-91.62045597,61.8494011,0,311.5
14300,31.28413841,-91.62045586,62.3494011,0,311.5
14400,31.28413841,-91.62045577,62.8494011,0,311.5
14500,31.28413839,-91.62045569,63.2494011,0,311.5
14600,31.28413837,-91.62045563,63.7494011,0,311.5
14700,31.28413834,-91.62045556,64.2494011,0,311.5
14800,31.28413825,-91.6204554,64.7494011,0,311.5
14900,31.28413823,-91.62045528,65.2494011,0,311.5
15000,31.28413823,-91.62045522,65.6494011,0,311.5
15100,31.28413823,-91.62045519,66.1494011,0,311.5
15200,31.28413811,-91.6204549,66.5494011,0,311.4
15300,31.28413806,-91.6204548,66.9494011,0,311.4
15400,31.284138,-91.62045472,67.3494011,0,311.4
15500,31.28413795,-91.62045464,67.8494011,0,311.4
15600,31.28413781,-91.62045462,68.2494011,0,311.4
15700,31.28413777,-91.62045461,68.8494011,0,311.4
15800,31.2841377,-91.62045456,69.2494011,0,311.4
15900,31.28413763,-91.62045451,69.7494011,0,311.4
16000,31.28413751,-91.62045458,70.2494011,0,311.4
16100,31.2841375,-91.62045462,70.7494011,0,311.5
16200,31.28413749,-91.62045462,71.2494011,0,311.5
16300,31.28413749,-91.62045462,71.7494011,0,311.5
16400,31.28413747,-91.62045468,72.1494011,0,311.5
16500,31.28413743,-91.62045484,72.6494011,0,311.5
16600,31.28413745,-91.62045487,73.1494011,0,311.5
16700,31.28413749,-91.6204549,73.6494011,0,311.5
16800,31.2841375,-91.62045493,74.1494011,0,311.5
16900,31.28413747,-91.62045501,74.6494011,0,311.5
17000,31.28413746,-91.62045501,75.1494011,0,311.5
17100,31.28413745,-91.620455,75.6494011,0,311.5
17200,31.28413747,-91.62045501,76.0494011,0,311.5
17300,31.28413741,-91.62045502,76.5494011,0,311.5
17400,31.28413742,-91.62045505,77.0494011,0,311.5
17500,31.28413744,-91.62045507,77.5494011,0,311.5
17600,31.28413745,-91.6204551,77.9494011,0,311.5
17700,31.28413743,-91.62045525,78.4494011,0,311.5
17800,31.28413747,-91.62045528,78.8494011,0,311.5
17900,31.28413751,-91.62045531,79.3494011,0,311.5
18000,31.28413756,-91.62045533,79.8494011,0,311.5
18100,31.2841376,-91.62045535,80.3494011,0,311.5
18200,31.28413773,-91.62045544,80.8494011,0,311.5
18300,31.28413777,-91.62045546,81.3494011,0,311.5
18400,31.28413781,-91.62045544,81.8494011,0,311.5
18500,31.28413784,-91.62045542,82.3494011,0,311.5
18600,31.28413796,-91.62045539,82.7494011,0,311.5
18700,31.284138,-91.62045538,83.2494011,0,311.5
18800,31.28413804,-91.62045537,83.7494011,0,311.5
18900,31.28413807,-91.62045535,84.2494011,0,311.5
19000,31.28413815,-91.62045536,84.7494011,0,311.5
19100,31.28413819,-91.62045533,85.2494011,0,311.5
19200,31.28413818,-91.62045527,85.6494011,0,311.5
19300,31.28413819,-91.6204552,86.2494011,0,311.5
19400,31.28413821,-91.62045502,86.6494011,0,311.5
19500,31.28413825,-91.62045497,87.1494011,0,311.5
19600,31.2841383,-91.62045491,87.6494011,0,311.5
19700,31.28413833,-91.62045484,88.0494011,0,311.5
19800,31.28413832,-91.6204548,88.5494011,0,311.5
19900,31.2841383,-91.6204547,89.0494011,0,311.5
20000,31.28413827,-91.62045468,89.5494011,0,311.5
20100,31.28413823,-91.62045466,90.0494011,0,311.5
20200,31.28413824,-91.62045463,90.5494011,0,311.6
20300,31.28413827,-91.62045457,91.0494011,0,311.5
20400,31.28413828,-91.62045452,91.4494011,0,311.5
20500,31.28413829,-91.62045447,92.0494011,0,311.5
20600,31.28413829,-91.62045442,92.4494011,0,311.5
20700,31.28413829,-91.6204543,92.9494011,0,311.5
20800,31.28413827,-91.6204543,93.4494011,0,311.5
20900,31.28413826,-91.62045431,93.8494011,0,311.5
21000,31.28413825,-91.6204543,94.4494011,0,311.5
21100,31.28413824,-91.62045432,94.9494011,0,311.5
21200,31.28413821,-91.62045429,95.4494011,0,311.5
21300,31.28413818,-91.62045426,95.8494011,0,311.5
21400,31.28413814,-91.62045423,96.3494011,0,311.5
21500,31.2841381,-91.62045419,96.8494011,0,311.5
21600,31.28413799,-91.62045408,97.3494011,0,311.4
21700,31.284138,-91.62045405,97.8494011,0,311.5
21800,31.28413802,-91.62045407,98.2494011,0,311.5
21900,31.28413804,-91.6204541,98.7494011,0,311.5
22000,31.28413813,-91.62045419,99.2494011,0,311.5
22100,31.28413816,-91.62045424,99.7494011,0,311.5
22200,31.28413815,-91.62045426,100.2494011,0,311.5
22300,31.28413811,-91.62045428,100.7494011,0,311.6
22400,31.28413799,-91.62045433,101.2494011,0,311.6
22500,31.28413797,-91.62045434,101.7494011,0,311.6
22600,31.28413796,-91.6204543,102.2494011,0,311.5
22700,31.28413794,-91.62045423,102.7494011,0,311.5
22800,31.28413794,-91.62045408,103.2494011,0,311.5
22900,31.28413794,-91.62045401,103.7494011,0,311.5
23000,31.28413791,-91.62045398,104.1494011,0,311.4
23100,31.28413786,-91.62045395,104.6494011,0,311.5
23200,31.28413785,-91.62045396,105.1494011,0,311.5
23300,31.28413782,-91.62045407,105.6494011,0,311.5
23400,31.28413786,-91.62045407,106.1494011,0,311.5
23500,31.28413791,-91.62045406,106.5494011,0,311.5
23600,31.28413793,-91.62045407,107.0494011,0,311.6
23700,31.28413805,-91.62045409,107.5494011,0,311.7
23800,31.28413804,-91.6204541,108.0494011,0,311.7
23900,31.28413803,-91.62045411,108.5494011,0,311.7
24000,31.28413801,-91.62045409,109.0494011,0,311.7
24100,31.28413796,-91.620454,109.6494011,0,311.7
24200,31.28413796,-91.62045399,110.0494011,0,311.7
24300,31.28413795,-91.620454,110.5494011,0,311.7
24400,31.28413795,-91.62045402,111.0494011,0,311.6
24500,31.28413795,-91.62045406,111.5494011,0,311.6
24600,31.28413795,-91.62045408,112.0494011,0,311.6
24700,31.28413795,-91.62045408,112.5494011,0,311.6
24800,31.28413791,-91.62045408,113.0494011,0,311.6
24900,31.28413786,-91.62045406,113.5494011,0,311.6
25000,31.28413778,-91.62045406,114.0494011,0,311.6
25100,31.28413777,-91.6204541,114.5494011,0,311.5
25200,31.28413778,-91.62045408,115.0494011,0,311.4
25300,31.2841378,-91.62045404,115.4494011,0,311.1
25400,31.28413779,-91.62045389,115.9494011,0,310.7
25500,31.28413778,-91.62045386,116.4494011,0,310.4
25600,31.28413782,-91.62045386,116.8494011,0,310.1
25700,31.28413787,-91.62045388,117.3494011,0,309.7
25800,31.28413786,-91.62045383,117.8494011,0,309.2
25900,31.28413782,-91.62045381,118.3494011,0,308.8
26000,31.2841378,-91.62045382,118.8494011,0,308.5
26100,31.28413778,-91.62045383,119.3494011,0,308.1
26200,31.28413774,-91.62045385,119.9494011,0,307.8
26300,31.28413775,-91.62045387,120.3494011,0,307.5
26400,31.28413772,-91.62045389,120.8494011,0,307.1
26500,31.2841377,-91.6204539,121.3494011,0,306.8
26600,31.28413767,-91.62045391,121.8494011,0,306.3
26700,31.28413752,-91.62045391,122.3494011,0,305.9
26800,31.28413753,-91.62045396,122.8494011,0,305.6
26900,31.28413755,-91.62045401,123.3494011,0,305.1
27000,31.28413757,-91.62045402,123.7494011,0,304.5
27100,31.28413764,-91.62045406,124.2494011,0,303.9
27200,31.28413766,-91.6204541,124.7494011,0,303.4
27300,31.28413769,-91.62045415,125.2494011,0,302.8
27400,31.2841377,-91.62045426,125.7494011,0,302.4
27500,31.28413769,-91.62045454,126.2494011,0,302.1
27600,31.28413771,-91.62045462,126.7494011,0,301.8
27700,31.28413773,-91.62045469,127.2494011,0,301.3
27800,31.28413779,-91.62045475,127.6494011,0,300.9
27900,31.2841379,-91.62045492,128.1494011,0,300.6
28000,31.28413792,-91.62045493,128.6494011,0,300.2
28100,31.28413794,-91.62045492,129.1494011,0,299.9
28200,31.28413798,-91.6204549,129.6494011,0,299.5
28300,31.28413802,-91.62045486,130.1494011,0,299.2
28400,31.28413804,-91.62045474,130.6494011,0,298.9
28500,31.28413807,-91.62045469,131.1494011,0,298.5
28600,31.2841381,-91.62045466,131.5494011,0,298.4
28700,31.28413813,-91.62045463,132.0494011,0,298.2
28800,31.28413823,-91.62045461,132.5494011,0,298
28900,31.28413826,-91.6204546,133.0494011,0,297.7
29000,31.28413829,-91.6204546,133.5494011,0,297.5
29100,31.28413833,-91.62045461,134.0494011,0,297.3
29200,31.28413843,-91.62045455,134.5494011,0,297.4
29300,31.28413848,-91.62045452,134.9494011,0,297.4
29400,31.28413849,-91.62045444,135.3494011,0,297.4
29500,31.28413847,-91.62045436,135.7494011,0,297.3
29600,31.28413845,-91.62045415,136.2494011,0,297.4
29700,31.28413845,-91.62045412,136.6494011,0,297.3
29800,31.28413843,-91.6204541,137.1494011,0,297.1
29900,31.2841384,-91.62045409,137.5494011,0,297
30000,31.28413838,-91.62045406,138.0494011,0,297
30100,31.28413832,-91.62045402,138.4494011,0,297
30200,31.28413833,-91.62045399,138.9494011,0,297
30300,31.28413835,-91.62045397,139.2494011,0,297
30400,31.28413834,-91.62045395,139.6494011,0,297
30500,31.28413828,-91.62045385,139.9494011,0,297
30600,31.28413826,-91.62045386,140.1494011,0,297
30700,31.28413824,-91.62045388,140.3494011,0,297
30800,31.28413817,-91.62045393,140.5494011,0,297
30900,31.28413801,-91.62045399,140.5494011,0,297
31000,31.28413792,-91.62045404,140.6494011,0,297
31100,31.28413784,-91.62045409,140.6494011,0,297
31200,31.28413777,-91.62045414,140.7494011,0,296.9
31300,31.28413763,-91.6204542,140.7494011,0,296.9
31400,31.28413761,-91.62045427,140.7494011,0,296.9
31500,31.28413761,-91.62045433,140.7494011,0,297
31600,31.28413763,-91.62045434,140.7494011,0,297
31700,31.28413767,-91.62045433,140.7494011,0,297
31800,31.28413775,-91.62045431,140.8494011,0,297
31900,31.28413779,-91.62045422,140.8494011,0,296.9
32000,31.28413781,-91.6204541,140.8494011,0,296.9
32100,31.28413783,-91.62045397,140.8494011,0,296.9
32200,31.28413789,-91.62045378,140.8494011,0,297
32300,31.28413798,-91.62045375,140.9494011,0,297
32400,31.28413807,-91.62045377,140.9494011,0,297
32500,31.28413816,-91.6204538,140.9494011,0,297
32600,31.28413836,-91.62045406,140.9494011,0,297
32700,31.28413847,-91.62045412,140.9494011,0,297
32800,31.28413858,-91.62045419,140.9494011,0,297
32900,31.28413868,-91.62045427,140.9494011,0,297
33000,31.28413881,-91.62045451,140.9494011,0,297
33100,31.2841389,-91.62045457,140.9494011,0,297
33200,31.28413893,-91.62045457,140.8494011,0,297
33300,31.28413896,-91.62045456,140.9494011,0,297
33400,31.28413902,-91.62045456,140.9494011,0,297
33500,31.28413906,-91.62045452,140.9494011,0,297
33600,31.2841391,-91.62045451,140.9494011,0,297
33700,31.28413914,-91.62045449,140.8494011,0,297
33800,31.28413918,-91.62045451,140.8494011,0,297
33900,31.28413917,-91.62045455,140.8494011,0,297
34000,31.28413925,-91.62045452,140.8494011,0,297
34100,31.28413933,-91.62045448,140.8494011,0,297
34200,31.28413933,-91.62045442,140.7494011,0,297
34300,31.28413931,-91.62045419,140.7494011,0,297.1
34400,31.28413931,-91.62045418,140.7494011,0,297.1
34500,31.28413931,-91.62045418,140.7494011,0,297.1
34600,31.28413929,-91.62045415,140.7494011,0,297.1
34700,31.2841392,-91.6204541,140.7494011,0,297
34800,31.28413922,-91.62045406,140.7494011,0,297
34900,31.28413925,-91.62045401,140.7494011,0,297
35000,31.28413926,-91.62045402,140.7494011,0,297
35100,31.28413927,-91.62045403,140.7494011,0,297
35200,31.28413929,-91.620454,140.6494011,0,297.1
35300,31.28413924,-91.62045399,140.6494011,0,297.1
35400,31.28413918,-91.62045397,140.7494011,0,297
35500,31.28413912,-91.62045395,140.6494011,0,297
35600,31.28413894,-91.62045377,140.6494011,0,297
35700,31.28413893,-91.62045374,140.6494011,0,297
35800,31.28413891,-91.62045371,140.6494011,0,297
35900,31.28413889,-91.62045368,140.6494011,0,297
36000,31.28413879,-91.62045356,140.6494011,0,297
36100,31.28413877,-91.62045353,140.6494011,0,297
36200,31.28413874,-91.62045354,140.6494011,0,297
36300,31.28413872,-91.62045356,140.6494011,0,297
36400,31.28413872,-91.62045364,140.6494011,0,297
36500,31.28413875,-91.62045366,140.6494011,0,297
36600,31.28413874,-91.62045372,140.6494011,0,297
36700,31.28413873,-91.62045378,140.6494011,0,297
36800,31.28413874,-91.62045381,140.6494011,0,297
36900,31.28413871,-91.62045389,140.6494011,0,297
37000,31.28413869,-91.62045393,140.6494011,0,297
37100,31.28413865,-91.62045397,140.6494011,0,297
37200,31.28413865,-91.62045402,140.6494011,0,297
37300,31.28413858,-91.62045413,140.6494011,0,297
37400,31.28413854,-91.62045413,140.5494011,0,297
37500,31.28413851,-91.62045412,140.5494011,0,297
37600,31.2841385,-91.62045413,140.5494011,0,297
37700,31.28413845,-91.62045412,140.5494011,0,297
37800,31.28413846,-91.62045414,140.5494011,0,297
37900,31.28413847,-91.62045417,140.5494011,0,297
38000,31.28413848,-91.62045417,140.5494011,0,297
38100,31.28413851,-91.62045418,140.5494011,0,297
38200,31.2841385,-91.6204542,140.5494011,0,297
38300,31.2841385,-91.62045422,140.5494011,0,297
38400,31.28413849,-91.62045422,140.5494011,0,297
38500,31.28413849,-91.62045421,140.5494011,0,297
38600,31.28413848,-91.62045427,140.5494011,0,297
38700,31.28413847,-91.6204543,140.5494011,0,297
38800,31.28413851,-91.62045426,140.5494011,0,297
38900,31.28413855,-91.62045421,140.5494011,0,297
39000,31.28413876,-91.62045414,140.6494011,0,297
39100,31.28413882,-91.6204541,140.5494011,0,297
39200,31.28413883,-91.62045409,140.5494011,0,297
39300,31.28413883,-91.62045408,140.6494011,0,297
39400,31.28413886,-91.62045414,140.5494011,0,297
39500,31.28413888,-91.62045414,140.5494011,0,297
39600,31.28413893,-91.62045411,140.5494011,0,297
39700,31.28413897,-91.62045408,140.5494011,0,297
39800,31.28413912,-91.62045404,140.5494011,0,297
39900,31.28413917,-91.62045404,140.6494011,0,297
40000,31.28413923,-91.62045402,140.6494011,0,297
40100,31.28413927,-91.62045399,140.5494011,0,297
40200,31.28413931,-91.620454,140.5494011,0,297
40300,31.28413941,-91.62045399,140.5494011,0,297
40400,31.2841394,-91.62045398,140.6494011,0,297
40500,31.28413939,-91.62045397,140.6494011,0,297
40600,31.28413937,-91.62045397,140.6494011,0,297
40700,31.28413922,-91.62045395,140.6494011,0,297
40800,31.2841392,-91.62045396,140.6494011,0,297
40900,31.28413919,-91.62045398,140.6494011,0,297
41000,31.28413923,-91.62045399,140.6494011,0,297
41100,31.28413934,-91.620454,140.6494011,0,297
41200,31.28413938,-91.620454,140.5494011,0,297
41300,31.28413941,-91.620454,140.5494011,0,297
41400,31.28413943,-91.620454,140.5494011,0,297
41500,31.28413943,-91.62045397,140.5494011,0,297
41600,31.28413944,-91.62045398,140.5494011,0,297
41700,31.28413944,-91.62045399,140.5494011,0,297
41800,31.28413945,-91.620454,140.5494011,0,297
41900,31.28413945,-91.62045402,140.5494011,0,297
42000,31.28413939,-91.62045401,140.5494011,0,297
42100,31.2841394,-91.62045403,140.5494011,0,297
42200,31.2841394,-91.62045405,140.5494011,0,297
42300,31.28413941,-91.62045407,140.5494011,0,297
42400,31.28413947,-91.62045416,140.5494011,0,297.1
42500,31.28413953,-91.62045421,140.5494011,0,297
42600,31.28413956,-91.62045422,140.5494011,0,297
42700,31.28413958,-91.62045421,140.5494011,0,297
42800,31.2841395,-91.62045421,140.6494011,0,297
42900,31.28413947,-91.62045422,140.8494011,0,297
43000,31.28413946,-91.62045418,140.9494011,0,297.1
43100,31.28413945,-91.62045411,141.1494011,0,297.1
43200,31.28413953,-91.62045405,141.3494011,0,297
43300,31.2841396,-91.62045401,141.5494011,0,297
43400,31.28413964,-91.62045394,141.6494011,0,296.9
43500,31.28413968,-91.62045387,141.7494011,0,296.9
43600,31.28413974,-91.62045387,141.9494011,0,295.6
43700,31.28413981,-91.62045393,141.9494011,0,295.1
43800,31.28413981,-91.62045394,142.0494011,0,295
43900,31.2841398,-91.62045396,142.1494011,0,295
44000,31.28413974,-91.62045401,142.2494011,0,295
44100,31.2841396,-91.62045413,142.2494011,0,295.1
44200,31.28413953,-91.62045417,142.2494011,0,295.2
44300,31.28413945,-91.62045422,142.1494011,0,295.3
44400,31.28413941,-91.62045428,142.1494011,0,295.4
44500,31.28413936,-91.6204544,142.1494011,0,295.5
44600,31.28413931,-91.6204544,142.1494011,0,295.6
44700,31.28413925,-91.62045438,142.1494011,0,295.7
44800,31.28413919,-91.62045432,142.1494011,0,295.8
44900,31.28413911,-91.6204541,142.1494011,0,295.8
45000,31.28413906,-91.62045403,142.1494011,0,295.9
45100,31.28413902,-91.62045395,142.2494011,0,296
45200,31.28413898,-91.6204539,142.2494011,0,296
45300,31.28413895,-91.62045386,142.2494011,0,296.1
45400,31.28413896,-91.62045382,142.2494011,0,296.1
45500,31.28413894,-91.62045383,142.2494011,0,296.2
45600,31.28413896,-91.62045382,142.2494011,0,296
45700,31.28413899,-91.6204538,142.2494011,0,296.6
45800,31.28413906,-91.62045394,142.2494011,0,298.1
45900,31.28413904,-91.62045396,142.2494011,0,300
46000,31.28413904,-91.62045398,142.2494011,0,302.1
46100,31.28413904,-91.620454,142.2494011,0,304.2
46200,31.28413893,-91.62045406,142.2494011,0,306.4
46300,31.28413886,-91.62045406,142.2494011,0,308.7
46400,31.28413882,-91.62045406,142.2494011,0,311.1
46500,31.28413877,-91.62045406,142.2494011,0,313.8
46600,31.28413868,-91.62045402,142.2494011,0,316.4
46700,31.2841386,-91.62045401,142.1494011,0,319.2
46800,31.28413851,-91.62045396,142.2494011,0,322.1
46900,31.28413843,-91.62045391,142.1494011,0,325
47000,31.28413835,-91.62045388,142.1494011,0,328
47100,31.28413825,-91.62045379,142.1494011,0,331
47200,31.28413814,-91.62045375,142.1494011,0,334
47300,31.28413803,-91.6204537,142.1494011,0,337.2
47400,31.28413792,-91.62045364,142.0494011,0,340.4
47500,31.28413772,-91.62045349,142.1494011,0,343.8
47600,31.28413762,-91.62045342,142.0494011,0,347.5
47700,31.28413753,-91.62045335,142.1494011,0,351.2
47800,31.28413751,-91.62045329,142.1494011,0,354.8
47900,31.28413754,-91.62045318,142.0494011,0,358.5
48000,31.28413754,-91.62045317,142.1494011,0,2.1
48100,31.28413756,-91.62045319,142.1494011,0,5.7
48200,31.28413757,-91.6204532,142.1494011,0,9
48300,31.28413767,-91.62045329,142.1494011,0,12.3
48400,31.28413767,-91.62045331,142.1494011,0,15.4
48500,31.28413768,-91.62045333,142.1494011,0,17
48600,31.28413768,-91.62045335,142.1494011,0,17.3
48700,31.28413769,-91.62045337,142.1494011,0,17.6
48800,31.28413761,-91.62045333,142.0494011,0,18.7
48900,31.28413761,-91.62045333,142.0494011,0,21.1
49000,31.2841376,-91.6204533,142.0494011,0,23.5
49100,31.28413759,-91.62045328,142.0494011,0,25.6
49200,31.28413745,-91.62045293,142.0494011,0,27.8
49300,31.28413746,-91.62045287,141.9494011,0,29.3
49400,31.28413748,-91.6204528,142.0494011,0,30.2
49500,31.2841375,-91.62045273,141.9494011,0,31.1
49600,31.28413759,-91.62045266,141.9494011,0,32.1
49700,31.28413765,-91.62045266,141.9494011,0,32.8
49800,31.28413767,-91.62045264,141.9494011,0,33.1
49900,31.28413768,-91.62045262,141.9494011,0,33.2
50000,31.28413772,-91.62045254,141.9494011,0,33.2
50100,31.28413776,-91.62045252,141.9494011,0,33.2
50200,31.28413781,-91.62045253,141.9494011,0,33.3
50300,31.28413786,-91.62045256,141.9494011,0,33.3
50400,31.28413791,-91.6204526,141.9494011,0,33.3
50500,31.28413801,-91.62045268,141.9494011,0,33.3
